hotel_id,name,amenities,stars,country,city,price,review_score,continent
1818025,Charme & Alegria,"['breakfast included', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'golf course', 'non-smoking hotel', 'non-smoking rooms', 'public wifi', 'spa', 'suites']",5,Portugal,Viseu,147.56,9.394,Europe
1056912,Casa Regia,"[""Free parking"",""Free Wifi"",""Facilities for disabled guests"",""Non-smoking rooms"",""Tea/Coffee Maker in All Rooms"",""Very Good Breakfast"",""Free parking"",""Free Wifi"",""Facilities for disabled guests"",""Non-smoking rooms"",""Tea/Coffee Maker in All Rooms"",""Very Good Breakfast""]",5,Mexico,Xalapa,143.94,8.473,North America
1036478,Kasbah Agafay Hotel & Spa,"[""Parking"",""Free Wifi"",""Parking"",""Free Wifi""]",5,Morocco,Marrakesch,117.07,8.116,Africa
1274904,Hotel Sonne,"['family rooms', 'free high speed internet (wifi)', 'free parking', 'meeting rooms', 'non-smoking hotel']",4,Austria,Dombim,161.82,6.926,Europe
5352536,The Surf Hut at Beachcomber cottage,"[""Free parking"",""Elevator"",""Free parking"",""Elevator""]",4,Ireland(Republic of),Galway,102.86,8.155,Europe
1771604,Le Feto 3,"[""Free Wifi"",""Private Parking"",""Family rooms"",""Non-smoking rooms"",""Terrace"",""Elevator"",""Laundry"",""Heating"",""Daily housekeeping"",""Air conditioning"",""Free Wifi"",""Private Parking"",""Family rooms"",""Non-smoking rooms"",""Terrace"",""Elevator"",""Laundry"",""Heating"",""Daily housekeeping"",""Air conditioning""]",5,Senegal,Dakar,149.81,7.827,Africa
1220032,Hampton Inn & Suites by Hilton St. John,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",4,Canada,"St. John's,   Newfoundland and Labrador",112.02,8.251,North America
1699870,Tallinn City Apartments Old Town Suites,"[""Free parking"",""Free parking""]",3,Estonia,Tallinn,112.02,8.118,Europe
1604921,Sokmisay Guest House,"[""Free parking"",""Free Wifi"",""Beachfront"",""Airport shuttle"",""Terrace"",""Free parking"",""Free Wifi"",""Beachfront"",""Airport shuttle"",""Terrace""]",3,Laos,Luang Prabang,106.67,8.37,Asia
1614219,Noahs Ark Hotel & Suites,"[""Free Wifi"",""Family rooms"",""Room service"",""Beachfront"",""Free Wifi"",""Family rooms"",""Room service"",""Beachfront""]",3,Nigeria,Lekki,120.22,8.626,Africa
5768359,Apartment Miramar 43 : Situation Exceptionnelle Pour Des Vacances De Reve,"[""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Free Wifi"",""Family rooms""]",5,France,Biarritz,128.59,8.064,Europe
1689710,Hotel Imperial Kathmandu,"[""Free Wifi"",""Private Parking"",""Free Wifi"",""Private Parking""]",3,Nepal,Kathmandu,117.88,8.659,Asia
1787860,Tamarind Tamarind Resort,[],5,Sri Lanka,Habarana,124.56,5.75,Asia
5974332,Hidden Oasis Pet Friendly In Anna Bay,"['air conditioning', 'banquet room', 'bar/lounge', 'breakfast available', 'breakfast included', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'indoor pool', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'public wifi', 'refrigerator in room', 'restaurant', 'room service', 'self-serve laundry', 'suites', 'wheelchair access']",5,Australia,"Anna Bay,   New South Wales",124.3,8.248,Oceania
1023892,Lagoon Breeze Villas,"[""Non-smoking rooms"",""Family rooms"",""Free parking"",""Breakfast"",""Non-smoking rooms"",""Family rooms"",""Free parking"",""Breakfast""]",3,Cook Islands,Rarotonga,106.67,9.54,Oceania
1254300,Swiss Belhotel Papua,"[""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Beachfront"",""Family rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Beachfront"",""Family rooms""]",3,Indonesia,Jayapura,124.98,8.455,Asia
5395724,Deegii apartment,"[""Free Wifi"",""Free Wifi""]",2,Mongolia,Ulan Bator,152.4,9.278,Asia
1225252,Alphotel Ettal,"[""Indoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Tea/Coffee Maker in All Rooms"",""Indoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Tea/Coffee Maker in All Rooms""]",3,Germany,Ettal,176.23,8.28,Europe
5194860,New Cozy Apartment Zona 4 Great Location,"[""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Room service"",""Breakfast"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Room service"",""Breakfast""]",3,Guatemala,Guatemala City,115.91,8.234,North America
6042229,Lymack Suites Apartment Number S304,"[""Free Wifi"",""Free Wifi""]",5,Kenya,Nairobi,102.86,8.041,Africa
1805593,Lehns Hotel & Apartments,"[""Free Wifi"",""Room service"",""Restaurant"",""Free parking"",""Breakfast"",""Free Wifi"",""Room service"",""Restaurant"",""Free parking"",""Breakfast""]",2,Palau,Koror,120.22,8.699,Oceania
1132696,Treebo Royal Grand Inn,"[""Free parking"",""Free parking""]",3,India,"Hyderabad,   Andra Pradesh",97.21,9.045,Asia
1329681,City Center Hotel,"['air conditioning', 'bar/lounge', 'breakfast included', 'dry cleaning', 'free high speed internet (wifi)', 'free parking', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'public wifi', 'refrigerator in room', 'restaurant']",3,Bahrain,Manama,152.49,8.377,Asia
1046966,Hotel Palma,"[""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Facilities for disabled guests"",""Breakfast"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Facilities for disabled guests"",""Breakfast""]",3,Lithuania,Mazeikiai,166.7,8.317,Europe
5687500,Ostravice,"[""Free Wifi"",""Free Wifi""]",5,Czech Republic,Ostravice,143.23,7.87,Europe
1748798,Hostel Secret Garden,"[""Free Wifi"",""Non-smoking rooms"",""Garden"",""Free Wifi"",""Non-smoking rooms"",""Garden""]",5,Slovenia,Koper,104.33,9.603,Europe
1434380,Fletcher Hotel-Restaurant Wings-Rotterdam,"[""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Free parking"",""Free Wifi""]",4,Netherlands,Rotterdam,125.39,7.968,Europe
1834381,Podere Lucignano Secondo Agriturismo,"[""Free parking"",""Airport shuttle"",""Non-smoking rooms"",""Family rooms"",""Room service"",""Free parking"",""Airport shuttle"",""Non-smoking rooms"",""Family rooms"",""Room service""]",1,Italy,Gaiole In Chianti,107.27,8.597,Europe
5641586,River House Buna,"[""Outdoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Outdoor swimming pool"",""Non-smoking rooms"",""Free Wifi""]",5,Bosnia Herzegovina,Blagaj,152.7,9.452,Europe
1299679,Familien & Sporthotel TURNA Malbun,"[""Free Wifi"",""Non-smoking rooms"",""Elevator"",""Free Wifi"",""Non-smoking rooms"",""Elevator""]",3,Liechtenstein,Liechtenstein,115.85,7.85,Europe
1166122,The Remote Resort,"[""Free parking"",""Non-smoking rooms"",""Bar"",""Free parking"",""Non-smoking rooms"",""Bar""]",4,Fiji,Vanua Levu Island,138.46,9.296,Oceania
1229652,Zhongshan International Hotel,"[""Private Parking"",""Family rooms"",""Free Wifi"",""Non-smoking rooms"",""Private Parking"",""Family rooms"",""Free Wifi"",""Non-smoking rooms""]",5,China,Zhongshan,119.16,7.856,Asia
1677203,Hacienda Tres Casitas,"['air conditioning', 'breakfast included', 'children activities (kid / family friendly)', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'kitchenette', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'refrigerator in room', 'suites']",3,Puerto Rico,Cabo Rojo,99.2,9.41,North America
1028510,Chairmen Hotel,"['air conditioning', 'bar/lounge', 'free high speed internet (wifi)', 'free parking', 'golf course', 'non-smoking hotel', 'non-smoking rooms', 'outdoor pool', 'pool', 'public wifi', 'restaurant', 'suites']",3,Qatar,Doha,166.05,8.179,Asia
1483779,Samoa Tradition Resort,"['free high speed internet (wifi)', 'non-smoking hotel', 'non-smoking rooms', 'public wifi']",3,Samoa,Apia,128.29,9.602,Oceania
1261321,Valentines Resort & Marina,"['accessible rooms', 'air conditioning', 'airport transportation', 'banquet room', 'breakfast included', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'indoor pool', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pool', 'public wifi', 'refrigerator in room', 'self-serve laundry', 'shuttle bus service', 'smoking rooms available', 'spa', 'suites', 'wheelchair access']",4,Bahamas,Harbour Island,180.08,9.196,North America
1762460,Hotel Du Palais,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",2,Senegal,Saint-Louis,183.47,8.444,Africa
1439402,Tilya Resort,"[""Private Parking"",""Non-smoking rooms"",""Beachfront"",""Private Parking"",""Non-smoking rooms"",""Beachfront""]",4,Turkey,Akcaabat,158.67,9.025,Asia
5443255,ApartmanhÁz Gabriella,"[""Free parking"",""Non-smoking rooms"",""Facilities for disabled guests"",""Free parking"",""Non-smoking rooms"",""Facilities for disabled guests""]",5,Hungary,Harkany,98.08,9.444,Europe
1014664,Lake Palace Hotel Baku,"['air conditioning', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room', 'wheelchair access']",4,Azerbaijan,Baku,115.41,8.291,Asia
5293220,Ristorante Albergo San Martino,"[""Outdoor swimming pool"",""Non-smoking rooms"",""Outdoor swimming pool"",""Non-smoking rooms""]",4,Switzerland,Ronco sopra Ascona,100.82,8.237,Europe
1411311,Hotel Taurus,"[""Free Wifi"",""Free parking"",""Free Wifi"",""Free parking""]",5,Netherlands,Nijmegen,167.36,8.253,Europe
1815137,Gamis Farm,"[""Parking"",""Free Wifi"",""Parking"",""Free Wifi""]",5,Namibia,Namibia,143.35,8.506,Africa
1129107,The Brunei Hotel,"[""Non-smoking rooms"",""Beachfront"",""Free parking"",""Private beach area"",""Non-smoking rooms"",""Beachfront"",""Free parking"",""Private beach area""]",3,Brunei Darussalam,Bandar Seri Begawan,181.46,8.445,Asia
1149003,lti Mahdia Beach,"[""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking""]",4,Tunisia,Mahdia,152.7,9.501,Africa
1376571,Elysian Sapa Hotel,"[""Outdoor swimming pool"",""Free parking"",""Beachfront"",""Family rooms"",""Restaurant"",""Fitness center"",""Non-smoking rooms"",""Terrace"",""Bar"",""Outdoor swimming pool"",""Free parking"",""Beachfront"",""Family rooms"",""Restaurant"",""Fitness center"",""Non-smoking rooms"",""Terrace"",""Bar""]",2,Vietnam,Lao Cai,158.22,8.095,Asia
5795543,Only Women Solo Mujeres,"[""Outdoor swimming pool"",""Free Wifi"",""Terrace"",""Outdoor swimming pool"",""Free Wifi"",""Terrace""]",5,Chile,Santiago de Chile,97.31,9.558,South America
1777545,Bara Bara House,"[""Free Wifi"",""Air conditioning"",""Free Wifi"",""Air conditioning""]",5,Tanzania,Zanzibar City,156.82,9.337,Africa
1553218,Adeng Adeng Villa 6,"[""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",4,Indonesia,Bali,110.47,9.544,Asia
1821483,Casa Faustina Boutique Hotel,"[""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking""]",3,Guatemala,Antigua,114.52,7.644,North America
1039643,Hotel La Casona,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",4,Mexico,Guadalajara,183.47,8.444,North America
1237391,ibis Luxembourg Sud,"[""Free Wifi"",""Free Wifi""]",3,Luxembourg,Livange,109.14,9.543,Europe
1673670,Mya Myint Mo Hotel,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",2,Myanmar,Thanlyin,158.3,8.488,Asia
5981474,A690 Madrimar 2004 Finestrat s.l.,"[""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Restaurant"",""Family rooms"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Restaurant"",""Family rooms""]",5,Spain,Benidorm,105.27,8.382,Europe
1887383,Cabanas Y Departamentos Las Golondrinas,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Beachfront"",""Airport shuttle (free)"",""Non-smoking rooms"",""Terrace"",""Garden"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Beachfront"",""Airport shuttle (free)"",""Non-smoking rooms"",""Terrace"",""Garden""]",5,Chile,La Serena,126.14,8.322,South America
5482951,Villa Meheana Moorea,"[""Non-smoking rooms"",""Beachfront"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Beachfront"",""Free Wifi"",""Family rooms""]",3,French Polynesia,Moorea,106.67,9.584,Oceania
5355083,Studio Residence Militari,"['air conditioning', 'business centre with internet access', 'free high speed internet (wifi)', 'free parking', 'non-smoking hotel', 'non-smoking rooms', 'public wifi', 'refrigerator in room']",3,Romania,Chiajna,91.44,9.367,Europe
5175118,Nacula Homestay,"[""Free parking"",""Free parking""]",2,Fiji,Nacula Island,156.82,9.208,Oceania
5774816,Setubal Downtown Studios,"['air conditioning', 'banquet room', 'conference facilities', 'dry cleaning', 'family rooms', 'free high speed internet (wifi)', 'heated pool', 'indoor pool', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'refrigerator in room', 'wheelchair access']",5,Portugal,Setubal,94.5,9.265,Europe
1665720,Marriott Santa Cruz de la Sierra Hotel,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Airport shuttle"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Airport shuttle""]",5,Bolivia,Santa Cruz,124.77,8.448,South America
1334565,Granada Conference Wellness and Sport Hotel,"[""Free Wifi"",""Family rooms"",""Terrace"",""Elevator"",""Heating"",""Air conditioning"",""Free Wifi"",""Family rooms"",""Terrace"",""Elevator"",""Heating"",""Air conditioning""]",4,Hungary,Kecskemet,133.23,7.758,Europe
1815441,SGTMN Gites,"[""Non-smoking rooms"",""Room service"",""Free Wifi"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Room service"",""Free Wifi"",""Free parking"",""Family rooms""]",5,Guadeloupe,Sainte Anne de Guadeloupe,143.58,8.969,North America
1257374,Miconia,"[""Free Wifi"",""Family rooms"",""Airport shuttle"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Airport shuttle"",""Free parking"",""Non-smoking rooms""]",4,Ecuador,Puerto Baquerizo Moreno,143.55,7.373,South America
1643872,Qhini Hotel Boutique,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",3,Bolivia,La Paz,122.34,8.599,South America
5360151,Sloneczna Przystan,"['air conditioning', 'babysitting', 'banquet room', 'bar/lounge', 'breakfast available', 'conference facilities', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'outdoor pool', 'pool', 'refrigerator in room', 'restaurant', 'self-serve laundry', 'ski-in / ski-out', 'spa', 'suites', 'wheelchair access']",5,Poland,Choczewo,116.71,9.209,Europe
1360660,Arawak Bay The Inn at Salt River,"[""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Non-smoking rooms""]",3,Virgin Islands (USA),Saint Croix,101.05,8.379,North America
1303861,Alpine Lodge,"[""Airport shuttle"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Terrace"",""Air conditioning"",""Tea/Coffee Maker in All Rooms"",""Airport shuttle"",""Family rooms"",""Non-smoking rooms"",""24-hour front desk"",""Terrace"",""Air conditioning"",""Tea/Coffee Maker in All Rooms""]",3,New Zealand,St. Arnaud,144,9.009,Oceania
1501672,Rodnik,"['bar/lounge', 'free high speed internet (wifi)', 'free parking', 'hot tub', 'kitchenette', 'microwave', 'non-smoking hotel', 'refrigerator in room', 'suites']",5,Russia,Anapa,135.3,7.154,Europe
1923592,Piedras Blancas Lodge,"[""Parking"",""Free Wifi"",""Non-smoking rooms"",""Bar"",""Parking"",""Free Wifi"",""Non-smoking rooms"",""Bar""]",5,Ecuador,Bellavista,100.42,9.536,South America
1418441,Residence De France,"[""Non-smoking rooms"",""Non-smoking rooms""]",3,Lebanon,Beirut,109.14,9.504,Asia
1563993,Room With A View,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",3,Vanuatu,Port Vila,152.4,9.457,Oceania
5309022,Allee Apartments,"[""Free parking"",""Free Wifi"",""Skiing"",""Free parking"",""Free Wifi"",""Skiing""]",5,Estonia,Kuressaare,152.7,9.298,Europe
5204034,Gauvikstua Cabin Lyngdal,"[""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Family rooms""]",3,Norway,Lyngdal,95.54,9.66,Europe
5928446,Akisol Pêra Trident,"['air conditioning', 'breakfast included', 'business centre with internet access', 'free high speed internet (wifi)', 'free parking', 'golf course', 'meeting rooms', 'microwave', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'refrigerator in room', 'wheelchair access']",5,Portugal,Silves,105.73,9.401,Europe
1280564,O'Callaghan Eliott Hotel,"[""Private Parking"",""Free Wifi"",""Non-smoking rooms"",""Private Parking"",""Free Wifi"",""Non-smoking rooms""]",4,Gibraltar,Gibraltar,117.88,8.658,Europe
5487723,Hausergut,"[""Free parking"",""Family rooms"",""Free parking"",""Family rooms""]",5,Italy,Schluderns,142.96,7.717,Europe
1897260,Alafeeh Corniche Hotel Apartments,"[""Swimming pool"",""Free parking"",""Free Wifi"",""Swimming pool"",""Free parking"",""Free Wifi""]",5,Oman,Sur,116.06,7.855,Asia
1328995,ASURE Central Gold Motel Cromwell,[],4,New Zealand,Cromwell,102.93,8.233,Oceania
5863435,Ubytování Za Vinicí Pavlov,"[""Non-smoking rooms"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Free parking"",""Family rooms""]",5,Czech Republic,Pavlov,91.28,9.374,Europe
1288109,Hotel Re @ Pearl's Hill,"[""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",4,Singapore,Singapore,122.75,8.645,Asia
1256970,Elysian Beach Resort,"[""Free Wifi"",""Family rooms"",""Airport shuttle"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Airport shuttle"",""Non-smoking rooms""]",4,Virgin Islands (USA),St. Thomas,129.14,9.562,North America
1893093,Qawafel Almamoorh Hotel & Apartments,"[""Outdoor swimming pool"",""Free Wifi"",""Non-smoking rooms"",""Outdoor swimming pool"",""Free Wifi"",""Non-smoking rooms""]",1,Oman,Ibra,118.73,7.947,Asia
1574476,Mekong Riverside Lodge,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",3,Laos,Pakbeng,97.21,8.508,Asia
1645905,The Swan House Apartment Hotel,"[""Outdoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Family rooms"",""Outdoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Family rooms""]",3,Iceland,Reykjavik,121.11,7.824,Europe
1392989,Preah Vihear Boutique Hotel,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",4,Cambodia,Saem Village,117.16,7.436,Asia
5652711,Compound Interest Boat,"['accessible rooms', 'air conditioning', 'airport transportation', 'banquet room', 'bar/lounge', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'heated pool', 'hot tub', 'indoor pool', 'laundry service', 'meeting rooms', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'pool', 'public wifi', 'refrigerator in room', 'restaurant', 'room service', 'sauna', 'spa', 'suites', 'wheelchair access']",5,Puerto Rico,San Juan,112.8,9.337,North America
5217726,Seafront Luxury Apartment Incl Pool,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",3,Malta,Sliema,105.2,8.279,Europe
1410494,Palawan Uno Hotel,"['accessible rooms', 'air conditioning', 'airport transportation', 'banquet room', 'bar/lounge', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'electric vehicle charging station', 'family rooms', 'fitness centre with gym / workout room', 'free high speed internet (wifi)', 'free parking', 'golf course', 'kitchenette', 'laundry service', 'meeting rooms', 'microwave', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room', 'restaurant', 'room service', 'self-serve laundry', 'suites', 'wheelchair access']",3,Philippines,Palawan,143.14,8.115,Asia
1348344,Sylvan Grove Guest House,"[""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Wonderful Breakfast"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Family rooms"",""Wonderful Breakfast""]",4,South Africa,Kwazulu Natal,95.54,9.536,Africa
1360309,Wellness Kalocsa,"[""Non-smoking rooms"",""Airport shuttle"",""Free parking"",""Family rooms"",""Bar"",""Breakfast"",""Non-smoking rooms"",""Airport shuttle"",""Free parking"",""Family rooms"",""Bar"",""Breakfast""]",3,Hungary,Kalocsa,153.69,9.028,Europe
1556782,Susan Bungalow,"[""Non-smoking rooms"",""Private Parking"",""Family rooms"",""Non-smoking rooms"",""Private Parking"",""Family rooms""]",3,Indonesia,Gili Air,152.89,9.126,Asia
1702101,Hotel Garden,"['air conditioning', 'family rooms', 'free high speed internet (wifi)', 'free parking', 'laundry service', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'public wifi', 'refrigerator in room', 'restaurant']",3,Andorra,Andorra La Vella,155.31,7.852,Europe
6067693,Jomtien Inn,"[""Free parking"",""Non-smoking rooms"",""Free parking"",""Non-smoking rooms""]",3,India,"Alleppey,   Kerala",142.99,8.573,Asia
1315717,Hyatt Regency Trinidad,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",4,Trinidad & Tobago,Trinidad,97.21,9.644,North America
5378318,Apartamento Vista Azul,"[""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking""]",5,Spain,Alicante,96.77,9.66,Europe
1417825,Spa Vilnius Anykciai,"[""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms""]",4,Lithuania,Anyksciai,98.08,9.578,Europe
1033082,Tongabezi Lodge,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Fitness center"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Fitness center""]",4,Zambia,Livingstone,158.53,9.378,Africa
1817157,Beli Salas,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",5,Serbia,Sombor,143.35,8.506,Europe
1815161,La Villa Marco Le Jardin Des Senteurs,"[""Parking"",""Free Wifi"",""Non-smoking rooms"",""Elevator"",""Parking"",""Free Wifi"",""Non-smoking rooms"",""Elevator""]",4,Morocco,Tameslouht,115.97,7.658,Africa
1656680,Leons Lodge,"[""Free parking"",""Free Wifi"",""Free parking"",""Free Wifi""]",2,Tanzania,Arusha,142.99,9,Africa
1484021,Toya Retreat Villa,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Family rooms"",""BBQ facilities"",""Terrace"",""Air conditioning"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Non-smoking rooms"",""Family rooms"",""BBQ facilities"",""Terrace"",""Air conditioning""]",4,Indonesia,Bali,122.61,9.325,Asia
1463233,The Harare Club,"[""Free Wifi"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Breakfast"",""Free Wifi"",""Free parking"",""Family rooms"",""Non-smoking rooms"",""Breakfast""]",3,Zimbabwe,Harare,158.53,9.315,Africa
1596515,Marco Polo's Guest House,"[""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Outdoor swimming pool"",""Free parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms""]",5,Malaysia,Kuching,95.54,9.515,Asia
1417109,Solpark,"['airport transportation', 'banquet room', 'business centre with internet access', 'conference facilities', 'dry cleaning', 'free high speed internet (wifi)', 'free parking', 'golf course', 'laundry service', 'meeting rooms', 'multilingual staff', 'non-smoking hotel', 'non-smoking rooms', 'pets allowed ( dog / pet friendly )', 'shuttle bus service', 'wheelchair access']",3,Poland,Kleszczow,138.28,7.636,Europe
5015627,Doubletree By Hilton Fujairah City,"[""Outdoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Family rooms"",""Outdoor swimming pool"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Family rooms""]",5,United Arab Emirates,Fujairah,105.36,8.373,Asia
1188595,Mlilwane Rest Camp,"[""Free parking"",""Non-smoking rooms"",""Free Wifi"",""Free parking"",""Non-smoking rooms"",""Free Wifi""]",3,Swaziland,Lobamba,112.17,9.52,Africa
6161539,"Wonderfully Furnished Cottage, Very Comfortable, Small Village Near Namur","[""Parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Elevator"",""Heating"",""Garden"",""Parking"",""Free Wifi"",""Family rooms"",""Non-smoking rooms"",""Elevator"",""Heating"",""Garden""]",4,Belgium,Namur,131.08,7.945,Europe
1872846,Hotel Dar Rita,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",5,Morocco,Ouarzazate,176.06,8.128,Africa
1820827,Apex Hilton Hotel,"[""Free parking"",""Terrace"",""Free parking"",""Terrace""]",3,Nigeria,Port Harcourt,162.06,8.483,Africa
1294519,Parkhotel Langenthal,"[""Private Parking"",""Free Wifi"",""Non-smoking rooms"",""Private Parking"",""Free Wifi"",""Non-smoking rooms""]",4,Switzerland,Langenthal,122.64,8.596,Europe
6136753,"Spacious House in Authentic Ardennes Style With Beautiful, Sunny Garden","[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",3,Belgium,Vielsalm,128.59,7.931,Europe
5720924,Roshnee Apartments And Studios,"[""Free Wifi"",""Non-smoking rooms"",""Free Wifi"",""Non-smoking rooms""]",5,Mauritius,Grand Bay,100.82,8.149,Africa
5385148,La Gaviota,"[""موقف سيارات في الموقع"",""واي فاي مجاني"",""غرف لغير المدخنين"",""موقف سيارات في الموقع"",""واي فاي مجاني"",""غرف لغير المدخنين""]",3,St Lucia,Gros Islet,144.09,8.471,North America
5215015,Monte Carlo Luxury Yacht,"[""Free parking"",""Free Wifi"",""Beachfront"",""Airport shuttle"",""Terrace"",""Free parking"",""Free Wifi"",""Beachfront"",""Airport shuttle"",""Terrace""]",5,Monaco,Monaco,95.54,9.427,Europe
